POLITICAL_UNIT,NAME,WGMS_ID,YEAR,SURVEY_DATE,HIGHEST_ELEVATION,MEDIAN_ELEVATION,LOWEST_ELEVATION,ELEVATION_UNC,LENGTH,LENGTH_UNC,AREA,AREA_UNC,SURVEY_PLATFORM_METHOD,INVESTIGATOR,SPONS_AGENCY,REFERENCE,REMARKS
CH,SURETTA,411,1996,19960911,,,2222.0,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII).,
CH,SURETTA,411,1997,19970917,,,2228.0,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII).,
CH,SURETTA,411,1998,19980921,,,2201.0,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII).,
CH,SURETTA,411,1999,19990910,,,2228.0,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII).,
CH,SURETTA,411,2001,20010928,,,2165.0,,,,,,tG,Andreas Bauder,VAW/scnat,WGMS (2008): FoG 2000-2005 (Vol. IX).,
CH,SURETTA,411,2002,20020912,,,2212.0,,,,,,tG,Andreas Bauder,VAW/scnat,WGMS (2008): FoG 2000-2005 (Vol. IX).,
CH,SURETTA,411,2003,20030814,,,2212.0,,,,,,tG,Andreas Bauder,VAW/scnat,WGMS (2008): FoG 2000-2005 (Vol. IX).,
CH,SURETTA,411,2004,20040929,,,2221.0,,,,,,tG,Andreas Bauder,VAW/scnat,WGMS (2008): FoG 2000-2005 (Vol. IX).,
CH,SURETTA,411,2005,20050921,,,2227.0,,,,,,tG,Andreas Bauder,VAW/scnat,WGMS (2008): FoG 2000-2005 (Vol. IX).,
CH,SURETTA LUECKLI,4670,2009,20099999,2682.0,2625.0,2577.0,,0.14,,0.012,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,SURETTA-E (PIZ POR),4626,2009,20099999,2948.0,2854.0,2732.0,,0.54000002,,0.082999997,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,"SURETTA-W (MAIN, NO. 87)",4627,2009,20099999,2947.0,2752.0,2365.0,,1.0599999,,0.61299998,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,SURETTAHORN-W,4673,2009,20099999,2800.0,2748.0,2705.0,,0.11,,0.014,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,SURPLATTAS-I,4755,2010,20109999,2687.0,2623.0,2597.0,,0.079999998,,0.0080000004,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,SURPLATTAS-II,4754,2010,20109999,2883.0,2807.0,2696.0,,0.41,,0.071999997,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,SUSANFE (PART OF B95/20),5717,2010,20109999,2315.0,2173.0,2114.0,,0.23999999,,0.081,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,SUSTENLOCHFIRN,4897,2010,20109999,2677.0,2546.0,2460.0,,0.44999999,,0.064999998,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,SUT FUINA GLATSCHER DA,4661,2009,20099999,2751.0,2665.0,2599.0,,0.34999999,,0.16,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,SUTGLATSCHER,4707,2010,20109999,3018.0,2752.0,2433.0,,0.94,,0.31999999,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,SUZANNE (PART OF B85/16),5670,2010,20109999,3150.0,3062.0,2905.0,,0.66000003,,0.13500001,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TAELIHORN-N,4659,2009,20099999,3133.0,3005.0,2903.0,,0.47999999,,0.101,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TAELLI,5209,2010,20109999,2733.0,2666.0,2583.0,,0.75,,0.093999997,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TAELLI-E (ZIBELENFLUEHORN) (PART OF C01/12N),5726,2009,20099999,2814.0,2697.0,2595.0,,0.60000002,,0.111,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TAELLI-N,5403,2009,20099999,2889.0,2776.0,2703.0,,0.64999998,,0.163,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TAELLI-S,5413,2009,20099999,3108.0,2758.0,2571.0,,1.11,,0.28299999,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TAELLI-W,5727,2009,20099999,3301.0,3089.0,2836.0,,0.89999998,,0.38100001,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TAELLIBODEN,362,1966,19660926,,,2629.0,,,,,,,,,PSFG (1973): FoG 1965-1970 (Vol. II).,
CH,TAELLIBODEN,362,1967,19670927,2935.0,,2629.0,,,,0.51099998,,,,,PSFG (1973): FoG 1965-1970 (Vol. II).,
CH,TAELLIBODEN,362,1968,19680930,,,2629.0,,,,,,,,,PSFG (1973): FoG 1965-1970 (Vol. II).,
CH,TAELLIBODEN,362,1973,19739999,,2760.0,,,0.80000001,,0.25999999,,,,,PSFG (1977): FoG 1970-1975 (Vol. III).,
CH,TAELLIBODEN,362,1975,19759999,2940.0,2760.0,2630.0,,0.80000001,,0.25999999,,,,,PSFG (1977): FoG 1970-1975 (Vol. III).,
CH,TAELLIBODEN,362,1976,19769999,,,2629.0,0.0,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV).,
CH,TAELLIBODEN,362,1980,19809999,,,2611.0,,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV).,
CH,TAELLIBODEN,362,1981,19819999,,,2629.0,,,,,,tG,,,WGMS (1988): FoG 1980-1985 (Vol. V).,
CH,TAELLIBODEN,362,1982,19829999,,,2629.0,,,,,,,,,WGMS (1988): FoG 1980-1985 (Vol. V).,
CH,TAELLIBODEN,362,1983,19839999,,,2629.0,,,,,,,,,WGMS (1988): FoG 1980-1985 (Vol. V).,
CH,TAELLIBODEN,362,1985,19859999,,,2629.0,,,,,,,,,WGMS (1988): FoG 1980-1985 (Vol. V).,
CH,TAELLIBODEN,362,1986,19869999,,,2628.0,,,,,,tG,,,WGMS (1993): FoG 1985-1990 (Vol. VI).,
CH,TAELLIBODEN,362,1988,19889999,,,2630.0,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI).,
CH,TAELLIBODEN,362,1989,19899999,,,2631.0,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI).,
CH,TAELLIBODEN,362,1990,19909999,,,2631.0,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI).,
CH,TAELLIBODEN,362,1991,19911001,,,2632.0,,,,,,cC,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CH,TAELLIBODEN,362,1992,19921001,,,2631.0,,,,,,cC,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CH,TAELLIBODEN,362,1995,19951012,,,2631.0,,,,,,cC,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CH,TAELLIHORN-SW,5725,2009,20099999,3364.0,3302.0,3208.0,,0.28,,0.022,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TALEGGLI,4977,2010,20109999,2832.0,2693.0,2514.0,,0.69999999,,0.23199999,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TALSCHIEN-N,5035,2009,20099999,2889.0,2846.0,2811.0,,0.12,,0.0060000001,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TAMBO,4674,2009,20099999,2603.0,2482.0,2393.0,,0.43000001,,0.106,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TAMBO GHIACCIAIO DEL,4675,2009,20099999,2993.0,2932.0,2878.0,,0.20999999,,0.037999999,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TAMINSER,4785,2008,20089999,3065.0,2954.0,2787.0,,0.30000001,,0.037,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TASNA VADRET DA-E,5866,2009,20099999,3021.0,2899.0,2786.0,,0.47,,0.133,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TELLIN-NE,5242,2011,20119999,3199.0,3063.0,2839.0,,1.13,,1.086,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TELLIN-SW (PART OF B30/14N),5241,2011,20119999,3206.0,3066.0,2880.0,,0.91000003,,0.77200001,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TENEHET GLACIER DE,5231,2010,20109999,3079.0,2924.0,2794.0,,1.25,,0.34799999,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TENNBACH,5239,2011,20119999,3111.0,3033.0,2935.0,,0.49000001,,0.234,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TENNBACHHORN-NE (PART OF B30/14N),5240,2011,20119999,2770.0,2688.0,2646.0,,0.23999999,,0.0070000002,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TENNBACHLUECKE-NW,5195,2011,20119999,3151.0,3101.0,3024.0,,0.22,,0.029999999,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TENNEVERGE,5686,2010,20109999,2551.0,2520.0,2506.0,,0.2,,0.034000002,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TERRI GLATSCHER DIL,4702,2010,20109999,2809.0,2733.0,2655.0,,0.34,,0.066,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TETE DE MILON-N (PART OF B62/12N),5541,2010,20109999,3619.0,3379.0,3236.0,,1.0599999,,0.27900001,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TETE ROND-NW,5226,2010,20109999,2861.0,2801.0,2766.0,,0.23999999,,0.037,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TEUFELSGRAT-N,5474,2009,20099999,4302.0,4057.0,3802.0,,0.36000001,,0.050000001,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TIATSCHA,402,1973,19739999,3125.0,2900.0,,,2.2,,2.1099999,,,,,PSFG (1977): FoG 1970-1975 (Vol. III).,
CH,TIATSCHA,402,1975,19759999,3130.0,2900.0,2500.0,,2.2,,2.1099999,,,,,PSFG (1977): FoG 1970-1975 (Vol. III).,
CH,TIATSCHA,402,1976,19769999,,,2560.0,5.0,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV).,
CH,TIATSCHA,402,1977,19779999,,,2555.0,,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV).,
CH,TIATSCHA,402,1978,19789999,,,2540.0,,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV).,
CH,TIATSCHA,402,1979,19799999,,,2530.0,,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV).,
CH,TIATSCHA,402,1980,19809999,,,2525.0,,,,,,,,,PSFG (1985): FoG 1975-1980 (Vol. IV).,
CH,TIATSCHA,402,1981,19819999,,,2530.0,,,,,,tG,,,WGMS (1988): FoG 1980-1985 (Vol. V).,
CH,TIATSCHA,402,1982,19829999,,,2500.0,,,,,,,,,WGMS (1988): FoG 1980-1985 (Vol. V).,
CH,TIATSCHA,402,1983,19839999,,,2500.0,,,,,,,,,WGMS (1988): FoG 1980-1985 (Vol. V).,
CH,TIATSCHA,402,1984,19849999,,,2500.0,,,,,,,,,WGMS (1988): FoG 1980-1985 (Vol. V).,
CH,TIATSCHA,402,1985,19859999,,,2500.0,,,,,,,,,WGMS (1988): FoG 1980-1985 (Vol. V).,
CH,TIATSCHA,402,1986,19869999,,,2500.0,,,,,,tG,,,WGMS (1993): FoG 1985-1990 (Vol. VI).,
CH,TIATSCHA,402,1987,19879999,,,2500.0,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI).,
CH,TIATSCHA,402,1988,19889999,,,2500.0,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI).,
CH,TIATSCHA,402,1989,19899999,,,2500.0,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI).,
CH,TIATSCHA,402,1990,19909999,,,2500.0,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI).,
CH,TIATSCHA,402,1991,19911005,,,2500.0,,,,,,tG,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CH,TIATSCHA,402,1992,19921015,,,2500.0,,,,,,tG,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CH,TIATSCHA,402,1993,19931013,,,2500.0,,,,,,tG,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CH,TIATSCHA,402,1994,19941024,,,2500.0,,,,,,tG,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CH,TIATSCHA,402,1996,19961004,,,2500.0,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII).,
CH,TIATSCHA,402,1997,19971017,,,2500.0,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII).,
CH,TIATSCHA,402,1998,19981107,,,2500.0,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII).,
CH,TIATSCHA,402,1999,19991016,,,2505.0,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII).,
CH,TIATSCHA,402,2000,20001028,,,2510.0,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII).,
CH,TIATSCHA,402,2001,20011016,,,2510.0,,,,,,tG,Andreas Bauder,VAW/scnat,WGMS (2008): FoG 2000-2005 (Vol. IX).,
CH,TIATSCHA,402,2002,20021007,,,2510.0,,,,,,tG,Andreas Bauder,VAW/scnat,WGMS (2008): FoG 2000-2005 (Vol. IX).,
CH,TIATSCHA,402,2003,20030827,,,2650.0,,,,,,tG,Andreas Bauder,VAW/scnat,WGMS (2008): FoG 2000-2005 (Vol. IX).,approximate value
CH,TIATSCHA,402,2008,20089999,3080.0,2886.0,2667.0,,2.05,,1.826,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TIEFEN,433,1973,19739999,,2960.0,,,3.4000001,,3.1700001,,,,,PSFG (1977): FoG 1970-1975 (Vol. III).,
CH,TIEFEN,433,1975,19759999,3530.0,2960.0,2490.0,,3.4000001,,3.1700001,,,,,PSFG (1977): FoG 1970-1975 (Vol. III).,
CH,TIEFEN,433,1986,19869999,,,2500.0,,,,,,tG,,,WGMS (1993): FoG 1985-1990 (Vol. VI).,
CH,TIEFEN,433,1987,19879999,,,2500.0,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI).,
CH,TIEFEN,433,1988,19889999,,,2500.0,,,,,,,,,WGMS (1993): FoG 1985-1990 (Vol. VI).,
CH,TIEFEN,433,1999,19990909,,,2520.0,,,,,,,,,WGMS (2005): FoG 1995-2000 (Vol. VIII).,
CH,TIEFEN,433,2001,20011006,,,2520.0,,,,,,tG,Andreas Bauder,VAW/scnat,WGMS (2008): FoG 2000-2005 (Vol. IX).,
CH,TIEFEN,433,2002,20020907,,,2520.0,,,,,,tG,Andreas Bauder,VAW/scnat,WGMS (2008): FoG 2000-2005 (Vol. IX).,
CH,TIEFEN,433,2003,20030914,,,2520.0,,,,,,tG,Andreas Bauder,VAW/scnat,WGMS (2008): FoG 2000-2005 (Vol. IX).,
CH,TIEFEN,433,2004,20040918,,,2520.0,,,,,,tG,Andreas Bauder,VAW/scnat,WGMS (2008): FoG 2000-2005 (Vol. IX).,
CH,TIEFEN,433,2005,20050921,,,2520.0,,,,,,tG,Andreas Bauder,VAW/scnat,WGMS (2008): FoG 2000-2005 (Vol. IX).,
CH,TIEFEN,433,2010,20109999,3336.0,2956.0,2501.0,,2.71,,1.9960001,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TIERBENDER,4685,2009,20099999,3018.0,2983.0,2897.0,,0.11,,0.021,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TIERBERG,5217,2010,20109999,2726.0,2624.0,2510.0,,0.37,,0.152,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TIERBERG (PART OF A54G/50N),5017,2011,20119999,3218.0,2922.0,2679.0,,0.81,,0.61299998,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TIEREGGHORN-NE,5293,2011,20119999,2710.0,2674.0,2624.0,,0.18000001,,0.0099999998,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TIEREGGSATTEL-E,5294,2011,20119999,3325.0,3257.0,3211.0,,0.1,,0.0099999998,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TISCH VADRET DA,4653,2009,20099999,2887.0,2782.0,2629.0,,0.28999999,,0.048,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TITLIS,4959,2010,20109999,2936.0,2739.0,2447.0,,0.94999999,,0.285,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TOBIGER,4986,2010,20109999,2472.0,2315.0,2222.0,,0.38999999,,0.054000001,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TORBERG-NE,5332,2011,20119999,2950.0,2913.0,2900.0,,0.059999999,,0.0040000002,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TORTIN GLACIER DE (MONT FORT),372,1959,19599999,3328.0,,,,,,,,,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CH,TORTIN GLACIER DE (MONT FORT),372,1973,19739999,,2900.0,,,2.0,,1.1,,,,,PSFG (1977): FoG 1970-1975 (Vol. III).,
CH,TORTIN GLACIER DE (MONT FORT),372,1975,19759999,3330.0,2900.0,2700.0,,2.0,,1.1,,,,,PSFG (1977): FoG 1970-1975 (Vol. III).,
CH,TORTIN GLACIER DE (MONT FORT),372,1983,19839999,,,2695.0,,,,,,,,,WGMS (1988): FoG 1980-1985 (Vol. V).,
CH,TORTIN GLACIER DE (MONT FORT),372,1991,19911003,,,2780.0,,,,,,tG,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CH,TORTIN GLACIER DE (MONT FORT),372,1992,19921015,,,2780.0,,,,,,tG,,,WGMS (1998): FoG 1990-1995 (Vol. VII).,
CH,TORTIN GLACIER DE (NO. 32),5615,2010,20109999,3240.0,2893.0,2782.0,,1.64,,0.63,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TOUR SALLIERE GLACIER DE LA -II,5694,2010,20109999,3014.0,2941.0,2844.0,,0.36000001,,0.052000001,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TOUR SALLIERE GLACIER DE LA-I,5690,2010,20109999,2916.0,2823.0,2667.0,,0.36000001,,0.054000001,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TOUR SALLIERE-E,5699,2010,20109999,2938.0,2869.0,2794.0,,0.15000001,,0.017000001,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TOURME DES BOUCS-N,5636,2010,20109999,2962.0,2930.0,2901.0,,0.059999999,,0.012,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TOURME DES BOUCS-S,5637,2010,20109999,3024.0,3013.0,3003.0,,0.11,,0.012,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TOURNELON BLANC-E,4602,2010,20109999,3689.0,3604.0,3395.0,,0.25999999,,0.039999999,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TOURNELON BLANC-NE,4603,2010,20109999,3641.0,3392.0,3139.0,,0.51999998,,0.31400001,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
CH,TOURNELON BLANC-SE,4601,2010,20109999,3620.0,3546.0,3191.0,,0.86000001,,0.28,,aC,Fischer et al.,"Department of Geosciences, University of Fribourg, 1700 Fribourg, Switzerland","Fischer et al. (2014); Arctic, Antarctic and Alpine Research, 46(4), pp.933-945",Survey method: photogrammetry & LiDAR.
